transaction_id,transaction_date,clean_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,day_name,month_name,day_number,time_bucket,day_type,Month_period,Bucket_spend,clean_unit_price,revenue
1632,2023-01-03,18:18:29,2,8,Hell's Kitchen,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.2,4.4
1633,2023-01-03,18:20:26,1,3,Astoria,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.1,3.1
1634,2023-01-03,18:20:48,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,3
1635,2023-01-03,18:22:37,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,6
1636,2023-01-03,18:26:13,2,3,Astoria,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,5
1637,2023-01-03,18:27:27,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,6
1638,2023-01-03,18:29:24,1,3,Astoria,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.2,2.2
1639,2023-01-03,18:30:40,1,3,Astoria,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.5,3.5
1640,2023-01-03,18:32:23,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,3
1641,2023-01-03,18:34:55,2,8,Hell's Kitchen,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,5
1642,2023-01-03,18:37:32,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,3
1643,2023-01-03,18:39:35,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,3
1644,2023-01-03,18:40:45,2,3,Astoria,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.1,6.2
1645,2023-01-03,18:42:28,1,3,Astoria,39,"4,25",Coffee,Barista Espresso,Latte Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,4.25,4.25
1646,2023-01-03,18:44:21,2,8,Hell's Kitchen,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.5,7
1647,2023-01-03,18:44:21,1,8,Hell's Kitchen,75,"3,5",Bakery,Pastry,Croissant,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.5,3.5
1648,2023-01-03,18:45:31,1,3,Astoria,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.55,2.55
1649,2023-01-03,18:45:31,1,3,Astoria,79,"3,75",Bakery,Scone,Jumbo Savory Scone,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.75,3.75
1650,2023-01-03,18:46:25,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,3
1651,2023-01-03,18:49:23,1,3,Astoria,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,4.25,4.25
1652,2023-01-03,18:51:56,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,6
1653,2023-01-03,18:54:16,1,8,Hell's Kitchen,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,2.5
1654,2023-01-03,18:56:00,1,3,Astoria,39,"4,25",Coffee,Barista Espresso,Latte Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,4.25,4.25
1655,2023-01-03,18:57:29,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,3
1656,2023-01-03,18:58:53,2,3,Astoria,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.2,4.4
1657,2023-01-03,18:59:38,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,3
1658,2023-01-03,19:00:13,1,3,Astoria,34,"2,45",Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.45,2.45
1659,2023-01-03,19:05:02,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,3
1660,2023-01-03,19:06:16,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,6
1661,2023-01-03,19:07:24,1,3,Astoria,34,"2,45",Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.45,2.45
1662,2023-01-03,19:07:24,1,3,Astoria,78,"4,5",Bakery,Scone,Scottish Cream Scone ,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,4.5,4.5
1663,2023-01-03,19:09:50,1,3,Astoria,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,2.5
1664,2023-01-03,19:10:40,1,3,Astoria,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.75,3.75
1665,2023-01-03,19:11:11,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,4,4
1666,2023-01-03,19:11:11,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.75,3.75
1667,2023-01-03,19:14:00,1,3,Astoria,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,2.5
1668,2023-01-03,19:15:30,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,3
1669,2023-01-03,19:19:16,1,3,Astoria,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,2.5
1670,2023-01-03,19:19:20,1,8,Hell's Kitchen,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.1,3.1
1671,2023-01-03,19:21:51,2,8,Hell's Kitchen,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.5,7
1672,2023-01-03,19:22:36,2,8,Hell's Kitchen,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,5
1673,2023-01-03,19:23:06,1,3,Astoria,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,2.5
1674,2023-01-03,19:23:22,2,8,Hell's Kitchen,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,4.75,9.5
1675,2023-01-03,19:25:19,1,3,Astoria,34,"2,45",Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.45,2.45
1676,2023-01-03,19:27:38,2,8,Hell's Kitchen,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,5
1677,2023-01-03,19:31:40,1,3,Astoria,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,2.5
1678,2023-01-03,19:31:40,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.75,3.75
1679,2023-01-03,19:32:22,1,8,Hell's Kitchen,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,2.5
1680,2023-01-03,19:33:51,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,6
1681,2023-01-03,19:35:27,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3,3
1682,2023-01-03,19:35:54,1,8,Hell's Kitchen,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,4.75,4.75
1683,2023-01-03,19:37:44,1,3,Astoria,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,2.5
1684,2023-01-03,19:38:33,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2,4
1685,2023-01-03,19:39:21,2,3,Astoria,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,4.75,9.5
1686,2023-01-03,19:40:09,1,8,Hell's Kitchen,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.1,3.1
1687,2023-01-03,19:40:35,2,8,Hell's Kitchen,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.2,4.4
1688,2023-01-03,19:49:19,2,8,Hell's Kitchen,34,"2,45",Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.45,4.9
1689,2023-01-03,19:49:19,1,8,Hell's Kitchen,79,"3,75",Bakery,Scone,Jumbo Savory Scone,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.75,3.75
1690,2023-01-03,19:50:56,1,3,Astoria,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,4.75,4.75
1691,2023-01-03,19:50:56,1,3,Astoria,72,"3,25",Bakery,Scone,Ginger Scone,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.25,3.25
1692,2023-01-03,19:52:04,2,3,Astoria,39,"4,25",Coffee,Barista Espresso,Latte Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,4.25,8.5
1693,2023-01-03,19:52:34,2,8,Hell's Kitchen,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,4.75,9.5
1694,2023-01-03,19:53:30,1,3,Astoria,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,2.5
1695,2023-01-03,19:53:30,1,3,Astoria,72,"3,25",Bakery,Scone,Ginger Scone,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.25,3.25
1696,2023-01-03,19:54:02,1,8,Hell's Kitchen,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.55,2.55
1697,2023-01-03,19:58:26,2,8,Hell's Kitchen,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,2.5,5
1698,2023-01-03,19:59:36,1,3,Astoria,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,Tue,Jan,3,Evening,Weekday,Early month,Cheap spend,3.5,3.5
1699,2023-01-04,07:09:20,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2,2
1700,2023-01-04,07:12:12,1,5,Lower Manhattan,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,2.5
1701,2023-01-04,07:15:38,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,3
1702,2023-01-04,07:30:48,1,5,Lower Manhattan,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.2,2.2
1703,2023-01-04,07:35:22,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,3
1704,2023-01-04,07:35:22,1,5,Lower Manhattan,73,"3,75",Bakery,Pastry,Almond Croissant,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.75,3.75
1705,2023-01-04,07:40:18,2,5,Lower Manhattan,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.5,7
1706,2023-01-04,07:40:18,1,5,Lower Manhattan,72,"3,25",Bakery,Scone,Ginger Scone,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.25,3.25
1707,2023-01-04,07:49:49,2,5,Lower Manhattan,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1708,2023-01-04,08:03:34,2,8,Hell's Kitchen,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1709,2023-01-04,08:03:34,1,8,Hell's Kitchen,72,"3,25",Bakery,Scone,Ginger Scone,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.25,3.25
1710,2023-01-04,08:06:13,1,8,Hell's Kitchen,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,4.75,4.75
1711,2023-01-04,08:06:13,1,8,Hell's Kitchen,72,"3,25",Bakery,Scone,Ginger Scone,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.25,3.25
1712,2023-01-04,08:09:05,2,8,Hell's Kitchen,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.2,4.4
1713,2023-01-04,08:14:55,2,8,Hell's Kitchen,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.5,7
1714,2023-01-04,08:16:20,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2,2
1715,2023-01-04,08:18:32,1,8,Hell's Kitchen,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,2.5
1716,2023-01-04,08:18:32,1,8,Hell's Kitchen,79,"3,75",Bakery,Scone,Jumbo Savory Scone,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.75,3.75
1717,2023-01-04,08:25:05,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,3
1718,2023-01-04,08:28:18,2,5,Lower Manhattan,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1719,2023-01-04,08:29:19,1,5,Lower Manhattan,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.5,3.5
1720,2023-01-04,08:30:16,2,8,Hell's Kitchen,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.5,7
1721,2023-01-04,08:31:15,1,5,Lower Manhattan,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,4.75,4.75
1722,2023-01-04,08:32:18,2,5,Lower Manhattan,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1723,2023-01-04,08:32:18,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.75,3.75
1724,2023-01-04,08:37:10,1,8,Hell's Kitchen,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,2.5
1725,2023-01-04,08:37:14,1,8,Hell's Kitchen,40,"3,75",Coffee,Barista Espresso,Cappuccino,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.75,3.75
1726,2023-01-04,08:38:20,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,3
1727,2023-01-04,08:42:10,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2,4
1728,2023-01-04,08:43:01,1,8,Hell's Kitchen,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,2.5
1729,2023-01-04,08:43:10,2,8,Hell's Kitchen,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1730,2023-01-04,08:44:26,2,8,Hell's Kitchen,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.5,7
1731,2023-01-04,08:45:29,2,8,Hell's Kitchen,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1732,2023-01-04,08:53:36,1,5,Lower Manhattan,39,"4,25",Coffee,Barista Espresso,Latte Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,4.25,4.25
1733,2023-01-04,08:58:38,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2,2
1734,2023-01-04,09:01:37,2,8,Hell's Kitchen,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.1,6.2
1735,2023-01-04,09:04:45,2,5,Lower Manhattan,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1736,2023-01-04,09:06:58,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,4,8
1737,2023-01-04,09:08:30,2,8,Hell's Kitchen,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1738,2023-01-04,09:11:25,1,5,Lower Manhattan,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.2,2.2
1739,2023-01-04,09:16:58,1,5,Lower Manhattan,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,2.5
1740,2023-01-04,09:16:58,1,5,Lower Manhattan,76,"3,5",Bakery,Biscotti,Chocolate Chip Biscotti,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.5,3.5
1741,2023-01-04,09:21:25,2,5,Lower Manhattan,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1742,2023-01-04,09:23:19,1,8,Hell's Kitchen,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,2.5
1743,2023-01-04,09:30:16,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,6
1744,2023-01-04,09:38:54,1,8,Hell's Kitchen,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.2,2.2
1745,2023-01-04,09:40:25,2,5,Lower Manhattan,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.75,7.5
1746,2023-01-04,09:40:45,2,5,Lower Manhattan,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1747,2023-01-04,09:42:42,2,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,6
1748,2023-01-04,09:44:40,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,3
1749,2023-01-04,09:50:48,1,5,Lower Manhattan,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,2.5
1750,2023-01-04,09:53:31,2,8,Hell's Kitchen,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.1,6.2
1751,2023-01-04,09:53:44,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,3
1752,2023-01-04,09:56:07,2,8,Hell's Kitchen,39,"4,25",Coffee,Barista Espresso,Latte Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,4.25,8.5
1753,2023-01-04,09:56:35,2,5,Lower Manhattan,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1754,2023-01-04,09:56:35,1,5,Lower Manhattan,72,"3,25",Bakery,Scone,Ginger Scone,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.25,3.25
1755,2023-01-04,09:57:39,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,3
1756,2023-01-04,09:58:10,1,8,Hell's Kitchen,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.2,2.2
1757,2023-01-04,10:01:39,1,8,Hell's Kitchen,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,2.5
1758,2023-01-04,10:03:45,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,3
1759,2023-01-04,10:04:51,2,8,Hell's Kitchen,34,"2,45",Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.45,4.9
1760,2023-01-04,10:05:03,2,5,Lower Manhattan,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.1,6.2
1761,2023-01-04,10:05:03,1,5,Lower Manhattan,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.25,3.25
1762,2023-01-04,10:13:21,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,4,8
1763,2023-01-04,10:13:38,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,4,4
1764,2023-01-04,10:18:40,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,6
1765,2023-01-04,10:18:58,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,3
1766,2023-01-04,10:19:21,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,6
1767,2023-01-04,10:22:16,1,8,Hell's Kitchen,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.1,3.1
1768,2023-01-04,10:24:25,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3,6
1769,2023-01-04,10:24:38,2,5,Lower Manhattan,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.55,5.1
1770,2023-01-04,10:27:54,2,5,Lower Manhattan,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,5
1771,2023-01-04,10:27:54,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.75,3.75
1772,2023-01-04,10:28:27,2,8,Hell's Kitchen,39,"4,25",Coffee,Barista Espresso,Latte Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,4.25,8.5
1773,2023-01-04,10:40:09,2,8,Hell's Kitchen,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,3.5,7
1774,2023-01-04,10:43:20,1,5,Lower Manhattan,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Wed,Jan,4,morning,Weekday,Early month,Cheap spend,2.5,2.5
1775,2023-01-04,11:01:13,2,3,Astoria,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Wed,Jan,4,Afternoon,Weekday,Early month,Cheap spend,2.2,4.4
